nombre_original,nombre_normalizado,id,presentacion,tolerancia,match_catalogo,marca_catalogo,categoria_catalogo,precio_ref_catalogo,score,estatus
"ORÉGANO, ASPECTO: LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, HOJAS DE COLOR VERDE OSCURO ATRACTIVAS Y BIEN PRESENTADOS, SABOR: CARACTERÍSTICO SUAVE, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: HOJA PEQUEÑA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",OREGANO,INS-740335A9EA,1 kg,,OREGANO (195 G),MEMBERS MARK,ABARROTES,257.03,100,YA_EN_CATALOGO
"PALMITOS TIERNOS EN SALMUERA, PRESENTACIÓN EN FRASCO DE 400 GR, CON TOLERANCIA DE +/-10%",PALMITOS TIERNOS SALMUERA,INS-81109C5D1E,400 gr,+/-10%,,,,,55,FALTA_EN_CATALOGO
PALOMITA ACARAMELADAS; BOLSA DE 260 GR CON TOLERANCIA DE +/-10%,PALOMITA ACARAMELADAS,INS-F93CB9CAE9,260 gr,+/-10%,,,,,27,FALTA_EN_CATALOGO
PAN BLANCO DE CAJA GRANDE CON 680 GR CON TOLERANCIA DE +/-10%,PAN GRANDE,INS-8E223DC3E3,680 gr,+/-10%,PAN BLANCO (620 GR),BIMBO,ABARROTES,98.5,82,YA_EN_CATALOGO
PAN DE CAJA INTEGRAL CON GRANO ENTERO PRESENTACIÓN DE 680 G,PAN INTEGRAL GRANO ENTERO,INS-3E7B62DA0A,680 g,,PAN MULTIGRANO INTEGRAL (610 GR),BIMBO,ABARROTES,140.86,83,YA_EN_CATALOGO
"PAN INTEGRAL DE 12 GRANOS Y SEMILLAS, PRESENTACIÓN DE 680 GR",PAN INTEGRAL GRANOS SEMILLAS,INS-2F56683CE9,680 gr,,PAN TOSTADO INTEGRAL (250 GR),BIMBO,ABARROTES,67.59,81,YA_EN_CATALOGO
"PAN INTEGRAL DE CAJA GRANDE, EN PAQUETE CON 680 GR, CON TOLERANCIA DE +/-10%",PAN INTEGRAL GRANDE PAQUETE,INS-22678F2EA7,680 gr,+/-10%,PAN TOSTADO INTEGRAL (250 GR),BIMBO,ABARROTES,67.59,79,REVISAR
"PAN INTEGRAL MULTIGRANO DE CAJA GRANDE, EN PAQUETE CON 680 GR, CON TOLERANCIA DE +/-10%",PAN INTEGRAL MULTIGRANO GRANDE PAQUETE,INS-113C34C564,680 gr,+/-10%,PAN MULTIGRANO INTEGRAL (610 GR),BIMBO,ABARROTES,140.86,94,YA_EN_CATALOGO
"PAN MOLIDO TIPO JAPONÉS PANKO, BOLSA CON 1 KG CON TOLERANCIA DE +/-10%",PAN MOLIDO JAPONES PANKO,INS-5B0B65BCBF,1 kg,+/-10%,PANKO PAN MOLIDO (EMPANIZADOR JAPONES),A GRANEL,ABARROTES,222.14,83,YA_EN_CATALOGO
"PAN MOLIDO, EN PRESENTACIÓN BOLSA DE 1 KG DE PRIMERA CALIDAD CON TOLERANCIA DE +/-10%",PAN MOLIDO,INS-F5430BF10F,1 kg,+/-10%,PANKO PAN MOLIDO (EMPANIZADOR JAPONES),A GRANEL,ABARROTES,222.14,83,YA_EN_CATALOGO
"PAN PARA PREPARAR HAMBURGUESAS, BOLSA CON 8 PZ CON TOLERANCIA DE +/-10%",PAN PREPARAR HAMBURGUESAS PZ,INS-C6D5D09175,8 pz,+/-10%,,,,,61,FALTA_EN_CATALOGO
"PAN PARA PREPARAR HOT-DOGS JUMBO, BOLSA CON 16 PIEZAS CON TOLERANCIA DE +/-10%",PAN PREPARAR HOT DOGS JUMBO,INS-E3A1F624B6,16 piezas,+/-10%,PANKO PAN MOLIDO (EMPANIZADOR JAPONES),A GRANEL,ABARROTES,222.14,64,REVISAR
"PAN PARA PREPARAR HOT-DOGS, BOLSA CON 16 PZ CON TOLERANCIA DE +/-10%",PAN PREPARAR HOT DOGS PZ,INS-71652191ED,16 pz,+/-10%,PAN BLANCO (620 GR),BIMBO,ABARROTES,98.5,70,REVISAR
"PAN PITA TAQUERO NATURAL, BOLSA CON 320 GR A 680 GR CON TOLERANCIA DE +/-10%",PAN PITA TAQUERO NATURAL,INS-A44CA85747,320 gr,+/-10%,PAN BLANCO (620 GR),BIMBO,ABARROTES,98.5,70,REVISAR
"PAN TIPO BAGEL VARIEDAD DE SABORES, EN PAQUETE CON 650 GRAMOS, CON TOLERANCIA DE +/-10% DESCRIPCIÓN",PAN BAGEL SABORES PAQUETE GRAMOS,INS-E2614040EA,650 gramos,+/-10%,PAN TOSTADO INTEGRAL (250 GR),BIMBO,ABARROTES,67.59,66,REVISAR
"PAN TIPO BAGEL, NATURAL O ( VARIEDAD DE SABORES), EN PAQUETE CON 650 GR, CON TOLERANCIA DE +/-10%",PAN BAGEL NATURAL PAQUETE,INS-0CA7A8DE42,650 gr,+/-10%,PANKO PAN MOLIDO (EMPANIZADOR JAPONES),A GRANEL,ABARROTES,222.14,62,REVISAR
"PAN TOSTADO TIPO MELBA, CAJA CON 4 PAQUETES DE 50 GR C/U CON TOLERANCIA DE +/-10%",PAN TOSTADO MELBA PAQUETES,INS-FB1D1D5DBD,50 gr,+/-10%,PAN TOSTADO INTEGRAL (250 GR),BIMBO,ABARROTES,67.59,78,REVISAR
"PAPA BLANCA, ASPECTO: COLOR BLANCO CREMOSO BRILLANTE, NO DEBERÁN TENER MUCHOS OJOS Y ESTOS DEBERÁN DE SER SUPERFICIALES, ATRACTIVAS Y BIEN PRESENTADOS, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRMES Y DE PIEL SUAVE TIERNOS, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PAPA BLANCA,INS-186AF46B8F,1 kg,,PAPA ALFA,KG,FRUTAS Y VERDURAS,22.14,68,REVISAR
"PAPA CAMBRAY, ASPECTO: COLOR BLANCO CREMOSO BRILLANTE, NO DEBERÁN TENER MUCHOS OJOS Y ESTOS DEBERÁN DE SER SUPERFICIALES, ATRACTIVAS Y BIEN PRESENTADOS, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRMES Y DE PIEL SUAVE TIERNOS, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PAPA CAMBRAY,INS-AECC88948B,1 kg,,PAPA CAMBRAY,KG,FRUTAS Y VERDURAS,25.77,100,YA_EN_CATALOGO
"PAPA FIONA, ASPECTO: COLOR CAFÉ, NO DEBERÁN TENER MUCHOS OJOS Y ESTOS DEBERÁN DE SER SUPERFICIALES, ATRACTIVAS Y BIEN PRESENTADOS, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRMES Y DE PIEL SUAVE TIERNOS, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PAPA FIONA,INS-E59D517E97,1 kg,,PAPA ALFA,KG,FRUTAS Y VERDURAS,22.14,72,REVISAR
"PÁPALO, ASPECTO: LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, HOJAS DE COLOR VERDE OSCURO ATRACTIVAS Y BIEN PRESENTADOS, SABOR: CARACTERÍSTICO SUAVE, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: HOJA PEQUEÑA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PAPALO,INS-F66C68E31A,1 kg,,PAPA ALFA,KG,FRUTAS Y VERDURAS,22.14,63,REVISAR
"PAPAS TIPO A LA FRANCESA CONGELADAS, PRESENTACIÓN EN BOLSA DE 1 KG, CON TOLERANCIA DE +/- 10%",PAPAS FRANCESA CONGELADAS,INS-4DB3DD50D4,1 kg,+/-10%,PAPA A LA FRANCESA CORTE DELGADO (2 KG),MCCAIN,CONGELADOS,312.83,91,YA_EN_CATALOGO
"PAPAS TIPO GAJO CONGELADAS, PRESENTACIÓN EN BOLSA DE 1 KG, CON TOLERANCIA DE +/- 10%",PAPAS GAJO CONGELADAS,INS-A70CD4050A,1 kg,+/-10%,,,,,53,FALTA_EN_CATALOGO
"PAPAYA, ASPECTO: LA SUPERFICIE DE LA FRUTA DEBERÁ SER ATRACTIVA Y BIEN PRESENTADO, COLOR ANARANJADO, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, SABOR: CARACTERÍSTICO DULCE Y JUGOSO, OLOR: CARACTERÍSTICO DEL PRODUCTO TACTO: FIRME DE PIEL DELGADA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES. PRESENTACIÓN DE UNA BOLSA DE 1 KG A 1.250 KG",PAPAYA,INS-204FF2BD63,1 kg,,PAPAYA MARADOL,KG,FRUTAS Y VERDURAS,51.23,89,YA_EN_CATALOGO
"PAPEL PARA MIXIOTE - PRESENTACIÓN EN PAQUETE DE 50 PZAS, CON TOLERANCIA DE +/-10%",PAPEL MIXIOTE,INS-48F2BF620B,50 pzas,+/-10%,PAPEL PARA MIXIOTE PAQ 50 PZAS,A GRANEL,ABARROTES,111.23,100,YA_EN_CATALOGO
"PASTA CORTE FUSILLI, BOLSA CON 500 GR CON TOLERANCIA DE +/-10%",PASTA CORTE FUSILLI,INS-D15D23BE9C,500 gr,+/-10%,PASTA DE CODO (500 GR),BARILLA,ABARROTES,47.77,68,REVISAR
PASTA CORTE PENNE BOLSA CON 500 GR CON TOLERANCIA DE +/-10%,PASTA CORTE PENNE,INS-6ABE1C2EA8,500 gr,+/-10%,PASTA PENNE (500 GR),BARILLA,ABARROTES,98.5,96,YA_EN_CATALOGO
"PASTA CORTE PLUMA, BOLSA CON 200 GR CON TOLERANCIA DE +/-10%",PASTA CORTE PLUMA,INS-575F0FD348,200 gr,+/-10%,PAPAS A LA FRANCESA CORTE RECTO (CAJA C/6 BOLSAS),MEMBERS MARK,CONGELADOS,1577.63,71,REVISAR
"PASTA DE TOMATE, PRESENTACIÓN EN BOLSA DE 3 KG, CON TOLERANCIA DE +/-10%",PASTA TOMATE,INS-65C12CA9BE,3 kg,+/-10%,PASTA DE TOMATE (3 KG),LA COSTENA,ABARROTES,334.68,100,YA_EN_CATALOGO
"PASTA FIDEO CORTADO CAMBRAY, BOLSA CON 200 GR CON TOLERANCIA DE +/-10",PASTA FIDEO CORTADO CAMBRAY,INS-2D73D7CFD8,200 gr,,PASTA DE FIDEO (200 GR),BARILLA,ABARROTES,16.68,88,YA_EN_CATALOGO
"PASTA FILO ,PARA PREPARAR POSTRES, PRESENTACIÓN EN PAQUETE DE 454 GRS",PASTA FILO PREPARAR POSTRES,INS-6AE812D1B8,454 grs,,PASTA DE FIDEO (200 GR),BARILLA,ABARROTES,16.68,64,REVISAR
"PASTA PARA CHICHARRIN RUEDA GRANDE (T3), PRESENTACIÓN EN BULTO DE 13 KG",PASTA CHICHARRIN RUEDA GRANDE,INS-B8371837F0,13 kg,,PASTA DE MUNICION (200 GR),LA MODERNA,ABARROTES,13.05,64,REVISAR
"PASTA PARA MOLE POBLANO ALMENDRADO, BOTE CON 1 KG CON TOLERANCIA DE +/-10%",PASTA MOLE POBLANO ALMENDRADO,INS-C214B38C35,1 kg,+/-10%,PASTA DE LETRAS (200 GR),LA MODERNA,ABARROTES,13.23,65,REVISAR
"PASTA PARA MOLE POBLANO ALMENDRADO, BOTE CON 10 KG CON TOLERANCIA DE +/-10%",PASTA MOLE POBLANO ALMENDRADO,INS-EF31397327,10 kg,+/-10%,PASTA DE LETRAS (200 GR),LA MODERNA,ABARROTES,13.23,65,REVISAR
"PASTA PARA SPAGUETTI DE SEMOLA DE TRIGO, BOLSA CON 1 KG CON TOLERANCIA DE +10%",PASTA SPAGUETTI SEMOLA TRIGO,INS-D48F172C67,1 kg,+/-10%,PASTA ESPAGUETTI (500 GR),BARILLA,ABARROTES,47.77,85,YA_EN_CATALOGO
"PASTA PARA WONTON WRAPPERS, EMPAQUE DE 340 GR, CON TOLERANCIA DE +/-10%",PASTA WONTON WRAPPERS EMPAQUE,INS-4E346E876B,340 gr,+/-10%,PASTA DE TOMATE (3 KG),LA COSTENA,ABARROTES,334.68,65,REVISAR
"PASTA TIPO COLLEZIONE LASAGNE, CAJA CON 500 GR CON TOLERANCIA DE +/-10%",PASTA COLLEZIONE LASAGNE,INS-C51A393483,500 gr,+/-10%,PASTA DE LETRAS (200 GR),LA MODERNA,ABARROTES,13.23,69,REVISAR
"PASTA TORTIGLIONI, BOLSA CON 500 GR CON TOLERANCIA DE +/-10% DESCRIPCIÓN",PASTA TORTIGLIONI,INS-EA53877750,500 gr,+/-10%,PASTA PENNE (500 GR),BARILLA,ABARROTES,98.5,66,REVISAR
"PASTAS PARA SOPAS DE SÉMOLA, TIPO CODITO, CODO, ALMEJA O MUNICIÓN, BOLSA CON 200 GR CON TOLERANCIA DE +/-10%",PASTAS SOPAS SEMOLA CODITO CODO ALMEJA MUNICION,INS-301DEB9909,200 gr,+/-10%,PASTA DE MUNICION (200 GR),LA MODERNA,ABARROTES,13.05,80,YA_EN_CATALOGO
"PATATAS DE CORTE 9X9 MM. PRE FRITAS Y ULTRA CONGELADAS, BOLSA DE 2.27 KG A -18º C TOLERANCIA DE +/-10%",PATATAS CORTE MM PRE FRITAS ULTRA CONGELADAS,INS-5B73562563,2.27 kg,+/-10%,PAPAS A LA FRANCESA CORTE RECTO (CAJA C/6 BOLSAS),MEMBERS MARK,CONGELADOS,1577.63,70,REVISAR
"PECTINA CÍTRICA, PRESENTACIÓN DE 250 GR",PECTINA CITRICA,INS-51E3C0A63F,250 gr,,,,,,49,FALTA_EN_CATALOGO
"PEPINILLOS PEQUEÑOS EN VINAGRE, PRESENTACIÓN DE FRASCO 180 GR, CON TOLERANCIA DE +/-10%,",PEPINILLOS PEQUENOS VINAGRE,INS-B5A874DB70,180 gr,+/-10%,,,,,59,FALTA_EN_CATALOGO
"PEPINILLOS REBANADOS EN SALMUERA, PRESENTACIÓN DE BOTELLA 780 GR, CON TOLERANCIA DE +/-10%",PEPINILLOS REBANADOS SALMUERA,INS-54A9314590,780 gr,+/-10%,,,,,58,FALTA_EN_CATALOGO
"PEPINO, ASPECTO: COLOR VERDE OSCURO BRILLANTE DE FORMA ALARGADA, ATRACTIVAS Y BIEN PRESENTADOS, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRMES Y DE PIEL GRASOSA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PEPINO,INS-F5FBC4F9F6,1 kg,,PEPINO,KG,FRUTAS Y VERDURAS,38.5,100,YA_EN_CATALOGO
"PERA D,AJOU, ASPECTO: LA SUPERFICIE DE LA FRUTA DEBERÁ SER ATRACTIVA Y BIEN PRESENTADO, COLOR VERDE PÁLIDO, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, SABOR: CARACTERÍSTICO DULCE Y JUGOSO, OLOR: CARACTERÍSTICO DEL PRODUCTO: FIRME DE PIEL DELGADA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PERA AJOU,INS-76A0491570,1 kg,,,,,,56,FALTA_EN_CATALOGO
"PERA DE LECHE/LECHERA, ASPECTO: LA SUPERFICIE DE LA FRUTA DEBERÁ SER ATRACTIVA Y BIEN PRESENTADO, COLOR CAFÉ CON PULPA BLANCA LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, SABOR: CARACTERÍSTICO ACIDULCE, OLOR: CARACTERÍSTICO DEL PRODUCTO, TACTO: FIRME DE PIEL DELGADA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG DE ACUERDO CON SU TEMPORADA",PERA LECHE LECHERA,INS-FEDACB1B2A,1 kg,,PERA BARTLET,KG,FRUTAS Y VERDURAS,98.5,64,REVISAR
"PEREJIL CHINO, ASPECTO: LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, HOJAS DE COLOR VERDE OSCURO ATRACTIVAS Y BIEN PRESENTADOS, TALLO CRUJIENTE Y LARGO, SABOR: CARACTERÍSTICO SUAVE, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: HOJA PEQUEÑA Y DE SUPERFICIE LISA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PEREJIL CHINO,INS-D46EDEFD61,1 kg,,PEREJIL,KG,FRUTAS Y VERDURAS,43.95,94,YA_EN_CATALOGO
"PEREJIL, ASPECTO: LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, HOJAS DE COLOR VERDE OSCURO ATRACTIVAS Y BIEN PRESENTADOS, TALLO CRUJIENTE Y LARGO, SABOR: CARACTERÍSTICO SUAVE, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: HOJA PEQUEÑA Y DE SUPERFICIE LISA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PEREJIL,INS-1B70D3B498,1 kg,,PEREJIL,KG,FRUTAS Y VERDURAS,43.95,100,YA_EN_CATALOGO
"PERICÓN O YERBANÍS, ASPECTO: LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, FLORES DE COLOR AMARILLO CALRO ATRACTIVAS Y BIEN PRESENTADOS, TALLO CRUJIENTE Y LARGO, SABOR: CARACTERÍSTICO SUAVE, OLOR: UN OLOR Y SABOR MUY PARECIDO AL ANÍS, POR LO QUE TAMBIÉN SE LE DENOM-187-SSA1-SCF-2002INA COMO ANISILLO, TACTO: FLOR PEQUEÑA Y DE SUPERFICIE LISA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PERICON YERBANIS,INS-0D9B6AB073,1 kg,,,,,,55,FALTA_EN_CATALOGO
"PERLAS DE TAPIOCA EN COLOR BLANCO, BOLSA CON 500 GR CON TOLERANCIA DE +/-10%,",PERLAS TAPIOCA,INS-2A4AAC369F,500 gr,+/-10%,,,,,60,FALTA_EN_CATALOGO
"PERLAS DE TAPIOCA EN COLOR NEGRO, BOLSA CON 500 GR CON TOLERANCIA DE +/-10%,",PERLAS TAPIOCA NEGRO,INS-F0FA09E384,500 gr,+/-10%,,,,,48,FALTA_EN_CATALOGO
"PERÓN GOLDEN, MEDIDAS DE 9 CM DE DIÁMETRO CON TOLERANCIA DEL +/-10%, ASPECTO: LA SUPERFICIE DE LA FRUTA DEBERÁ SER ATRACTIVA Y BIEN PRESENTADO, COLOR AMARILLO UNIFORME, PULPA COLOR CREMA- BLANCO, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, SABOR: CARACTERÍSTICO DULCE Y JUGOSO, OLOR: CARACTERÍSTICO DEL PRODUCTO, TACTO: FIRME DE PIEL DELGADA Y DELICADA, LIBRE DE POLVO, TIERRA U OTRAS MATERIAS INDESEABLES.",PERON GOLDEN,INS-558E52E9C8,,+/-10%,PEPERONI,GRANEL,CONGELADOS,358.5,65,REVISAR
"PILONCILLO, BOLSA CON 1 KG O A GRANEL DE PRIMERA CALIDAD CON TOLERANCIA DE +/-10% DEBERÁ CUMPLIR CON LA NORMA NMX-F-596-SCFI- 2016",PILONCILLO,INS-E78109283E,1 kg,+/-10%,PILONCILLO,A GRANEL,ABARROTES,43.95,100,YA_EN_CATALOGO
"PIMIENTA BLANCA ENTERA, BOLSA CON 1 KG O A GRANEL DE PRIMERA CALIDAD CON TOLERANCIA DE +/-10% DEBERÁ CUMPLIR: NMX-F-445-1983 DESCRIPCIÓN",PIMIENTA BLANCA ENTERA,INS-393E6D0388,1 kg,+/-10%,PIMIENTA CON LIMON 745 g,MC CORMICK,ABARROTES,353.05,71,REVISAR
"PIMIENTA BLANCA MOLIDA, BOLSA CON 1 KG O A GRANEL DE PRIMERA CALIDAD CON TOLERANCIA DE +/-10% DEBERÁ CUMPLIR: NMX-F-445-1983",PIMIENTA BLANCA MOLIDA,INS-7D59B529F8,1 kg,+/-10%,PIMIENTA NEGRA MOLIDA (460G),MC CORMICK,ABARROTES,350.03,91,YA_EN_CATALOGO
"PIMIENTA NEGRA ENTERA, BOLSA CON 1 KG O A GRANEL DE PRIMERA CALIDAD CON TOLERANCIA DE +/-10% DEBERÁ CUMPLIR: NMX-F-445-1983",PIMIENTA NEGRA ENTERA,INS-91F129AA4A,1 kg,+/-10%,PIMIENTA NEGRA MOLIDA (460G),MC CORMICK,ABARROTES,350.03,90,YA_EN_CATALOGO
"PIMIENTA NEGRA MOLIDA, BOLSA CON 1 KG O A GRANEL DE PRIMERA CALIDAD CON TOLERANCIA DE +/-10% DEBERÁ CUMPLIR: NMX-F-445-1983",PIMIENTA NEGRA MOLIDA,INS-AA9EC76D06,1 kg,+/-10%,PIMIENTA NEGRA MOLIDA (460G),MC CORMICK,ABARROTES,350.03,100,YA_EN_CATALOGO
"PIMIENTO MORRÓN AMARILLO, ASPECTO: CARNOSO Y DURO, COLOR AMARILLO UNIFORME BRILLANTE, ATRACTIVAS Y BIEN PRESENTADOS, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS Y SIN ROTURAS EN SU EPIDERMIS, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRMES Y DE PIEL LUSTROSA Y LISA, TALLO COLOR VERDE, FIRME Y CRUJIENTE, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PIMIENTO MORRON AMARILLO,INS-126DE4637B,1 kg,,PIMIENTO AMARILLO,KG,FRUTAS Y VERDURAS,107.59,100,YA_EN_CATALOGO
"PIMIENTO MORRÓN EN SALMUERA, PRESENTACIÓN DE 340 GR",PIMIENTO MORRON SALMUERA,INS-A1795E9BD7,340 gr,,PIMIENTO VERDE,KG,FRUTAS Y VERDURAS,107.59,70,REVISAR
"PIMIENTO MORRÓN NARANJA, ASPECTO: CARNOSO Y DURO, COLOR ANARANJADO UNIFORME BRILLANTE, ATRACTIVAS Y BIEN PRESENTADOS, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS Y SIN ROTURAS EN SU EPIDERMIS, SABOR: CARACTERÍSTICO DE LA VARIEDAD OLOR: CARACTERÍSTICO DE LA VARIEDAD TACTO: FIRMES Y DE PIEL LUSTROSA Y LISA, TALLO COLOR VERDE, FIRME Y CRUJIENTE, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PIMIENTO MORRON NARANJA,INS-02642399DE,1 kg,,PIMIENTO NARANJA,KG,FRUTAS Y VERDURAS,107.59,100,YA_EN_CATALOGO
"PIMIENTO MORRÓN ROJO, ASPECTO: CARNOSO Y DURO, COLOR ROJO UNIFORME BRILLANTE, ATRACTIVAS Y BIEN PRESENTADOS, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS Y SIN ROTURAS EN SU EPIDERMIS, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRMES Y DE PIEL LUSTROSA Y LISA, TALLO COLOR VERDE, FIRME Y CRUJIENTE, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PIMIENTO MORRON ROJO,INS-9DCD067DBA,1 kg,,PIMIENTO ROJO,KG,FRUTAS Y VERDURAS,107.59,96,YA_EN_CATALOGO
"PIMIENTO MORRÓN VERDE, ASPECTO: CARNOSO Y DURO, COLOR VERDE UNIFORME BRILLANTE, ATRACTIVAS Y BIEN PRESENTADOS, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS Y SIN ROTURAS EN SU EPIDERMIS, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRMES Y DE PIEL LUSTROSA Y LISA, TALLO COLOR VERDE, FIRME Y CRUJIENTE, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PIMIENTO MORRON VERDE,INS-321E0636CA,1 kg,,PIMIENTO VERDE,KG,FRUTAS Y VERDURAS,107.59,97,YA_EN_CATALOGO
PIMIENTON ESPAÑOL / PAPRIKA PRESENTACIÓN DE 405 GR DE PRIMERA CALIDAD CON TOLERANCIA DE +/-10%,PIMIENTON ESPANOL PAPRIKA,INS-560775FC15,405 gr,+/-10%,PIMIENTO NARANJA,KG,FRUTAS Y VERDURAS,107.59,62,REVISAR
"PIÑA EN ALMÍBAR EN REBANADAS, LATA CON 800 GR CON TOLERANCIA DE +/-10%",PINA ALMIBAR REBANADAS,INS-FB5435B039,800 gr,+/-10%,PINA EN ALMIBAR 800 g,CLEMENTE JACQUES,ABARROTES,116.68,94,YA_EN_CATALOGO
"PIÑA EN ALMÍBAR EN TROZOS, LATA CON 3 KG CON TOLERANCIA DE +/-10%",PINA ALMIBAR TROZOS,INS-07874A5ECE,3 kg,+/-10%,PINA EN ALMIBAR 800 g,CLEMENTE JACQUES,ABARROTES,116.68,98,YA_EN_CATALOGO
